Round,Date,HomeTeam,HomeGoals,HomeYellows,HomeReds,HomeSecondYellows,AwayTeam,AwayGoals,AwayYellows,AwayReds,AwaySecondYellows,Referee,RefereeYellows,RefereeReds,Stadium,Location,Attendance
Round 24,13/02/16,Deportivo,2,1,0,0,Betis,2,0,0,0,Alberto Undiano,4.53,0.14,Riazor,"La Coruna, Spain",17184
Round 24,14/02/16,Real Sociedad,3,1,0,0,Granada,0,2,0,0,Jose Luis Gonzalez Gonzalez,4.82,0.22,Reale Arena,"San Sebastian, Spain",19591
Round 24,14/02/16,Sevilla,2,1,0,0,Las Palmas,0,3,0,0,Eduardo Prieto Iglesias,4.81,0.21,Ramón Sánchez Pizjuán,"Seville, Spain",34448
Round 24,14/02/16,Eibar,2,3,0,0,Levante,0,2,0,0,Javier Estrada Fernandez,5.38,0.25,Ipurua Municipal Stadium,"Eibar, Spain",4766
Round 24,14/02/16,Getafe,0,2,0,0,Atl. Madrid,1,3,0,0,Antonio Mateu Lahoz,5.18,0.22,Coliseum Alfonso Pérez,"Getafe, Spain",8512
Round 24,14/02/16,Barcelona,6,0,0,0,Celta,1,4,0,0,Alejandro Hernandez,5.51,0.27,Spotify Camp Nou,"Barcelona, Spain",72580
Round 23,5/2/2016,Málaga,3,3,0,0,Getafe,0,3,0,0,Juan Martinez Munuera,4.9,0.19,La Rosaleda,"Malaga, Spain",20268
Round 23,6/2/2016,Atl. Madrid,3,2,0,0,Eibar,1,3,0,0,David Fernandez Borbalan,5.63,0.31,Vicente Calderón,"Madrid, Spain",45321
Round 23,6/2/2016,Rayo Vallecano,2,3,0,0,Las Palmas,0,1,0,0,Ignacio Iglesias Villanueva,5.62,0.35,Estadio de Vallecas,"Madrid, Spain",11565
Round 23,6/2/2016,Athletic Club,0,5,0,1,Villarreal,0,5,0,1,Mario Melero Lopez,5.55,0.21,San Mamés,"Bilbao, Spain",40491
Round 23,6/2/2016,Sporting,1,2,0,0,Deportivo,1,2,0,0,Alejandro Hernandez,5.51,0.27,El Molinón,"Gijon, Spain",21690
Round 23,7/2/2016,Levante,0,4,0,0,Barcelona,2,3,0,0,Pedro Jesus Perez Montero,5.26,0.25,Ciudad de Valencia,"Valencia, Spain",22638
Round 23,7/2/2016,Betis,1,4,0,0,Valencia,0,6,0,1,Jose Maria Sanchez Martinez,5.74,0.28,Benito Villamarin,"Seville, Spain",40228
