Round,Date,HomeTeam,HomeGoals,HomeYellows,HomeReds,HomeSecondYellows,AwayTeam,AwayGoals,AwayYellows,AwayReds,AwaySecondYellows,Referee,RefereeYellows,RefereeReds,Stadium,Location,Attendance
Round 34,19/04/16,Betis,1,2,0,0,Las Palmas,0,2,0,1,Inaki Vicandi Garrido,4.39,0.32,Benito Villamarin,"Seville, Spain",30634.0
Round 34,20/04/16,Deportivo,0,1,0,0,Barcelona,8,0,0,0,Ricardo De Burgos Bengoetxea,4.96,0.17,Riazor,"La Coruna, Spain",28956.0
Round 34,20/04/16,Athletic Club,0,0,0,0,Atl. Madrid,1,0,0,0,Juan Martinez Munuera,4.9,0.19,San Mamés,"Bilbao, Spain",44474.0
Round 34,20/04/16,Málaga,1,1,0,0,Rayo Vallecano,1,3,0,0,Alberto Undiano,4.53,0.14,La Rosaleda,"Malaga, Spain",13759.0
Round 34,20/04/16,Sporting,2,2,0,0,Sevilla,1,1,0,0,Jose Luis Gonzalez Gonzalez,4.82,0.22,El Molinón,"Gijon, Spain",22985.0
Round 34,20/04/16,Valencia,4,1,0,0,Eibar,0,2,0,0,Javier Estrada Fernandez,5.38,0.25,Mestalla,"Valencia, Spain",34309.0
Round 34,20/04/16,Real Madrid,3,2,0,0,Villarreal,0,1,0,0,Carlos Clos Gomez,5.33,0.3,Santiago Bernabéu,"Madrid, Spain",62678.0
Round 34,21/04/16,Real Sociedad,1,2,0,0,Getafe,2,4,0,0,Jose Maria Sanchez Martinez,5.74,0.28,Reale Arena,"San Sebastian, Spain",14334.0
Round 34,21/04/16,Granada,5,6,0,0,Levante,1,6,0,1,Santiago Jaime Latre,5.58,0.22,Estadio Nuevo Los Carmenes,"Granada, Spain",21131.0
Round 33,15/04/16,Levante,2,5,0,0,Espanyol,1,0,0,0,Alejandro Hernandez,5.51,0.27,Ciudad de Valencia,"Valencia, Spain",16192.0
Round 33,16/04/16,Getafe,1,4,0,0,Real Madrid,5,1,0,0,Alfonso Alvarez Izquierdo,5.72,0.36,Coliseum Alfonso Pérez,"Getafe, Spain",11401.0
Round 33,16/04/16,Las Palmas,1,2,0,0,Sporting,1,5,0,0,Alberto Undiano,4.53,0.14,Gran Canaria,"Las Palmas de Gran Canaria, Spain",25052.0
Round 33,16/04/16,Eibar,2,3,0,0,Real Sociedad,1,2,0,0,Mario Melero Lopez,5.55,0.21,Ipurua Municipal Stadium,"Eibar, Spain",5801.0
Round 33,16/04/16,Celta,1,4,0,0,Betis,1,3,0,0,Ricardo De Burgos Bengoetxea,4.96,0.17,Municipal de Balaidos,"Vigo, Spain",14934.0
Round 33,17/04/16,Málaga,0,3,0,0,Athletic Club,1,5,0,0,Jose Maria Sanchez Martinez,5.74,0.28,La Rosaleda,"Malaga, Spain",25052.0
Round 33,17/04/16,Sevilla,1,2,0,0,Deportivo,1,2,0,0,Santiago Jaime Latre,5.58,0.22,Ramón Sánchez Pizjuán,"Seville, Spain",30390.0
Round 33,17/04/16,Atl. Madrid,3,3,0,0,Granada,0,5,0,0,Eduardo Prieto Iglesias,4.81,0.21,Vicente Calderón,"Madrid, Spain",51136.0
Round 33,17/04/16,Rayo Vallecano,2,2,0,0,Villarreal,1,3,0,0,Ignacio Iglesias Villanueva,5.62,0.35,Estadio de Vallecas,"Madrid, Spain",12628.0
Round 33,17/04/16,Barcelona,1,3,0,0,Valencia,2,3,0,0,David Fernandez Borbalan,5.63,0.31,Spotify Camp Nou,"Barcelona, Spain",88667.0
Round 32,8/4/2016,Granada,0,1,0,0,Málaga,0,3,0,0,Javier Estrada Fernandez,5.38,0.25,Estadio Nuevo Los Carmenes,"Granada, Spain",18979.0
Round 32,9/4/2016,Real Madrid,4,1,0,0,Eibar,0,3,0,0,Jose Maria Sanchez Martinez,5.74,0.28,Santiago Bernabéu,"Madrid, Spain",70689.0
Round 32,9/4/2016,Espanyol,1,2,0,0,Atl. Madrid,3,2,0,0,Ricardo De Burgos Bengoetxea,4.96,0.17,RCDE Stadium,"Cornella, Spain",26338.0
Round 32,9/4/2016,Real Sociedad,1,1,0,0,Barcelona,0,3,0,0,Ignacio Iglesias Villanueva,5.62,0.35,Reale Arena,"San Sebastian, Spain",27895.0
Round 32,9/4/2016,Betis,1,4,0,0,Levante,0,3,0,0,Eduardo Prieto Iglesias,4.81,0.21,Benito Villamarin,"Seville, Spain",37091.0
Round 32,10/4/2016,Sporting,0,2,0,0,Celta,1,5,0,0,Antonio Mateu Lahoz,5.18,0.22,El Molinón,"Gijon, Spain",24163.0
Round 32,10/4/2016,Valencia,2,2,0,0,Sevilla,1,2,0,0,Inaki Vicandi Garrido,4.39,0.32,Mestalla,"Valencia, Spain",41569.0
Round 32,10/4/2016,Villarreal,2,2,0,0,Getafe,0,2,0,0,Alberto Undiano,4.53,0.14,Estadio de la Ceramica,"Villarreal, Spain",16550.0
Round 32,10/4/2016,Athletic Club,1,1,0,0,Rayo Vallecano,0,3,0,0,Jesus Gil Manzano,5.27,0.26,San Mamés,"Bilbao, Spain",37597.0
Round 32,11/4/2016,Deportivo,1,1,0,0,Las Palmas,3,1,0,0,Alfonso Alvarez Izquierdo,5.72,0.36,Riazor,"La Coruna, Spain",21686.0
Round 31,1/4/2016,Rayo Vallecano,2,4,1,0,Getafe,0,5,0,0,Santiago Jaime Latre,5.58,0.22,Estadio de Vallecas,"Madrid, Spain",12715.0
Round 31,2/4/2016,Atl. Madrid,5,1,0,0,Betis,1,3,0,0,Jose Luis Gonzalez Gonzalez,4.82,0.22,Vicente Calderón,"Madrid, Spain",50121.0
Round 31,2/4/2016,Las Palmas,2,2,0,0,Valencia,1,4,0,0,Pedro Jesus Perez Montero,5.26,0.25,Gran Canaria,"Las Palmas de Gran Canaria, Spain",27041.0
Round 31,2/4/2016,Barcelona,1,3,0,0,Real Madrid,2,3,0,1,Alejandro Hernandez,5.51,0.27,Spotify Camp Nou,"Barcelona, Spain",99264.0
Round 31,2/4/2016,Celta,1,4,0,0,Deportivo,1,3,0,1,David Fernandez Borbalan,5.63,0.31,Municipal de Balaidos,"Vigo, Spain",21253.0
Round 31,3/4/2016,Athletic Club,1,2,0,0,Granada,1,5,0,0,Carlos Velasco Carballo,5.42,0.29,San Mamés,"Bilbao, Spain",40497.0
Round 31,3/4/2016,Málaga,1,2,0,0,Espanyol,1,4,0,0,Juan Martinez Munuera,4.9,0.19,La Rosaleda,"Malaga, Spain",24234.0
Round 31,3/4/2016,Eibar,1,3,0,0,Villarreal,2,3,0,0,Carlos Del Cerro Grande,4.81,0.22,Ipurua Municipal Stadium,"Eibar, Spain",5176.0
Round 31,3/4/2016,Sevilla,1,4,0,0,Real Sociedad,2,4,0,1,Carlos Clos Gomez,5.33,0.3,Ramón Sánchez Pizjuán,"Seville, Spain",32127.0
Round 31,4/4/2016,Levante,0,5,0,1,Sporting,0,4,0,0,Mario Melero Lopez,5.55,0.21,Ciudad de Valencia,"Valencia, Spain",11302.0
Round 30,18/03/16,Getafe,1,2,0,0,Eibar,1,2,0,0,Ignacio Iglesias Villanueva,5.62,0.35,Coliseum Alfonso Pérez,"Getafe, Spain",6557.0
Round 30,19/03/16,Sporting,2,5,0,0,Atl. Madrid,1,2,0,0,Jesus Gil Manzano,5.27,0.26,El Molinón,"Gijon, Spain",24860.0
Round 30,19/03/16,Granada,2,2,0,1,Rayo Vallecano,2,5,0,0,Alejandro Hernandez,5.51,0.27,Estadio Nuevo Los Carmenes,"Granada, Spain",18848.0
Round 30,19/03/16,Real Sociedad,0,4,0,0,Las Palmas,1,5,0,0,Antonio Mateu Lahoz,5.18,0.22,Reale Arena,"San Sebastian, Spain",18952.0
Round 30,19/03/16,Deportivo,2,2,0,0,Levante,1,3,0,0,Inaki Vicandi Garrido,4.39,0.32,Riazor,"La Coruna, Spain",24920.0
Round 30,19/03/16,Betis,0,3,0,0,Málaga,1,2,0,0,Carlos Clos Gomez,5.33,0.3,Benito Villamarin,"Seville, Spain",31371.0
Round 30,20/03/16,Espanyol,2,3,0,0,Athletic Club,1,3,0,0,Eduardo Prieto Iglesias,4.81,0.21,RCDE Stadium,"Cornella, Spain",20253.0
Round 30,20/03/16,Villarreal,2,8,0,0,Barcelona,2,4,0,0,Jose Maria Sanchez Martinez,5.74,0.28,Estadio de la Ceramica,"Villarreal, Spain",24398.0
Round 30,20/03/16,Valencia,0,1,0,0,Celta,2,0,0,0,Alberto Undiano,4.53,0.14,Mestalla,"Valencia, Spain",32864.0
Round 30,20/03/16,Real Madrid,4,2,0,0,Sevilla,0,2,0,0,Javier Estrada Fernandez,5.38,0.25,Santiago Bernabéu,"Madrid, Spain",72976.0
Round 29,11/3/2016,Málaga,1,2,0,0,Sporting,0,4,0,0,Ricardo De Burgos Bengoetxea,4.96,0.17,La Rosaleda,"Malaga, Spain",19297.0
Round 29,12/3/2016,Barcelona,6,0,0,0,Getafe,0,3,0,0,Pedro Jesus Perez Montero,5.26,0.25,Spotify Camp Nou,"Barcelona, Spain",87533.0
Round 29,12/3/2016,Celta,1,3,0,0,Real Sociedad,0,2,0,0,Juan Martinez Munuera,4.9,0.19,Municipal de Balaidos,"Vigo, Spain",17767.0
Round 29,12/3/2016,Atl. Madrid,3,1,0,0,Deportivo,0,1,0,0,Mario Melero Lopez,5.55,0.21,Vicente Calderón,"Madrid, Spain",44122.0
Round 29,12/3/2016,Rayo Vallecano,1,5,0,0,Eibar,1,2,0,1,Alfonso Alvarez Izquierdo,5.72,0.36,Estadio de Vallecas,"Madrid, Spain",13462.0
Round 29,13/03/16,Levante,1,2,0,0,Valencia,0,4,0,0,Carlos Del Cerro Grande,4.81,0.22,Ciudad de Valencia,"Valencia, Spain",18191.0
Round 29,13/03/16,Sevilla,4,2,0,1,Villarreal,2,1,0,0,Carlos Velasco Carballo,5.42,0.29,Ramón Sánchez Pizjuán,"Seville, Spain",35069.0
Round 29,13/03/16,Athletic Club,3,1,0,0,Betis,1,1,0,0,Santiago Jaime Latre,5.58,0.22,San Mamés,"Bilbao, Spain",42437.0
Round 29,13/03/16,Las Palmas,1,4,0,0,Real Madrid,2,4,0,1,David Fernandez Borbalan,5.63,0.31,Gran Canaria,"Las Palmas de Gran Canaria, Spain",25846.0
Round 29,14/03/16,Granada,1,6,0,1,Espanyol,1,3,0,0,Jose Luis Gonzalez Gonzalez,4.82,0.22,Estadio Nuevo Los Carmenes,"Granada, Spain",16231.0
Round 28,5/3/2016,Real Madrid,7,2,0,0,Celta,1,3,0,0,Jesus Gil Manzano,5.27,0.26,Santiago Bernabéu,"Madrid, Spain",68467.0
Round 28,5/3/2016,Villarreal,0,1,0,0,Las Palmas,1,2,0,0,Carlos Clos Gomez,5.33,0.3,Estadio de la Ceramica,"Villarreal, Spain",15790.0
Round 28,5/3/2016,Getafe,1,4,0,0,Sevilla,1,2,0,0,Eduardo Prieto Iglesias,4.81,0.21,Coliseum Alfonso Pérez,"Getafe, Spain",6754.0
Round 28,5/3/2016,Deportivo,3,4,0,0,Málaga,3,4,0,1,Carlos Velasco Carballo,5.42,0.29,Riazor,"La Coruna, Spain",18446.0
Round 28,6/3/2016,Betis,2,4,0,1,Granada,0,7,1,0,Ignacio Iglesias Villanueva,5.62,0.35,Benito Villamarin,"Seville, Spain",43174.0
Round 28,6/3/2016,Eibar,0,3,0,0,Barcelona,4,2,0,0,Alberto Undiano,4.53,0.14,Ipurua Municipal Stadium,"Eibar, Spain",6100.0
Round 28,6/3/2016,Real Sociedad,1,3,0,0,Levante,1,3,0,0,Pedro Jesus Perez Montero,5.26,0.25,Reale Arena,"San Sebastian, Spain",18620.0
Round 28,6/3/2016,Sporting,0,1,0,0,Athletic Club,2,2,0,1,Carlos Del Cerro Grande,4.81,0.22,El Molinón,"Gijon, Spain",23605.0
Round 28,6/3/2016,Valencia,1,2,0,1,Atl. Madrid,3,1,0,0,Alfonso Alvarez Izquierdo,5.72,0.36,Mestalla,"Valencia, Spain",40819.0
Round 28,7/3/2016,Espanyol,2,4,0,1,Rayo Vallecano,1,4,0,0,David Fernandez Borbalan,5.63,0.31,RCDE Stadium,"Cornella, Spain",22638.0
Round 27,1/3/2016,Atl. Madrid,3,1,0,0,Real Sociedad,0,2,0,0,Alejandro Hernandez,5.51,0.27,Vicente Calderón,"Madrid, Spain",35623.0
Round 27,1/3/2016,Las Palmas,4,5,0,0,Getafe,0,3,0,1,Mario Melero Lopez,5.55,0.21,Gran Canaria,"Las Palmas de Gran Canaria, Spain",15819.0
Round 27,2/3/2016,Athletic Club,4,1,0,0,Deportivo,1,3,0,0,Antonio Mateu Lahoz,5.18,0.22,San Mamés,"Bilbao, Spain",37292.0
Round 27,2/3/2016,Celta,0,2,0,0,Villarreal,0,5,0,0,Santiago Jaime Latre,5.58,0.22,Municipal de Balaidos,"Vigo, Spain",15372.0
Round 27,2/3/2016,Málaga,1,6,0,0,Valencia,2,5,0,0,Jose Luis Gonzalez Gonzalez,4.82,0.22,La Rosaleda,"Malaga, Spain",20556.0
Round 27,2/3/2016,Sevilla,1,1,0,0,Eibar,0,3,0,1,Juan Martinez Munuera,4.9,0.19,Ramón Sánchez Pizjuán,"Seville, Spain",29627.0
Round 27,2/3/2016,Levante,1,2,0,0,Real Madrid,3,1,0,0,Ricardo De Burgos Bengoetxea,4.96,0.17,Ciudad de Valencia,"Valencia, Spain",19725.0
Round 27,3/3/2016,Granada,2,7,0,0,Sporting,0,4,0,1,Javier Estrada Fernandez,5.38,0.25,Estadio Nuevo Los Carmenes,"Granada, Spain",15761.0
Round 27,3/3/2016,Espanyol,0,4,0,0,Betis,3,2,0,0,Jose Maria Sanchez Martinez,5.74,0.28,RCDE Stadium,"Cornella, Spain",23714.0
Round 27,3/3/2016,Rayo Vallecano,1,0,2,0,Barcelona,5,2,0,0,Inaki Vicandi Garrido,4.39,0.32,Estadio de Vallecas,"Madrid, Spain",14430.0
Round 26,26/02/16,Eibar,0,4,0,0,Las Palmas,1,1,0,0,Pedro Jesus Perez Montero,5.26,0.25,Ipurua Municipal Stadium,"Eibar, Spain",5112.0
Round 26,27/02/16,Real Madrid,0,3,0,0,Atl. Madrid,1,4,0,0,Carlos Clos Gomez,5.33,0.3,Santiago Bernabéu,"Madrid, Spain",79436.0
Round 26,27/02/16,Getafe,0,3,0,0,Celta,1,4,0,0,David Fernandez Borbalan,5.63,0.31,Coliseum Alfonso Pérez,"Getafe, Spain",5652.0
Round 26,27/02/16,Sporting,2,5,1,0,Espanyol,4,2,0,0,Carlos Velasco Carballo,5.42,0.29,El Molinón,"Gijon, Spain",22555.0
Round 26,27/02/16,Betis,2,2,0,0,Rayo Vallecano,2,3,0,0,Antonio Mateu Lahoz,5.18,0.22,Benito Villamarin,"Seville, Spain",35666.0
Round 26,27/02/16,Real Sociedad,1,4,0,0,Málaga,1,5,0,0,Alberto Undiano,4.53,0.14,Reale Arena,"San Sebastian, Spain",12783.0
Round 26,28/02/16,Villarreal,3,0,0,0,Levante,0,3,0,1,Alejandro Hernandez,5.51,0.27,Estadio de la Ceramica,"Villarreal, Spain",16619.0
Round 26,28/02/16,Valencia,0,2,0,0,Athletic Club,3,0,0,0,Jesus Gil Manzano,5.27,0.26,Mestalla,"Valencia, Spain",36576.0
Round 26,28/02/16,Deportivo,0,2,1,0,Granada,1,3,0,0,Juan Martinez Munuera,4.9,0.19,Riazor,"La Coruna, Spain",23616.0
Round 26,28/02/16,Barcelona,2,3,0,0,Sevilla,1,2,0,0,Santiago Jaime Latre,5.58,0.22,Spotify Camp Nou,"Barcelona, Spain",79684.0
Round 25,19/02/16,Levante,3,2,0,0,Getafe,0,2,0,0,Jose Luis Gonzalez Gonzalez,4.82,0.22,Ciudad de Valencia,"Valencia, Spain",13665.0
Round 25,20/02/16,Las Palmas,1,1,0,0,Barcelona,2,2,0,0,Carlos Del Cerro Grande,4.81,0.22,Gran Canaria,"Las Palmas de Gran Canaria, Spain",26951.0
Round 25,20/02/16,Espanyol,1,3,0,0,Deportivo,0,1,0,0,Ricardo De Burgos Bengoetxea,4.96,0.17,RCDE Stadium,"Cornella, Spain",28455.0
Round 25,20/02/16,Betis,1,2,0,0,Sporting,1,3,0,0,Alfonso Alvarez Izquierdo,5.72,0.36,Benito Villamarin,"Seville, Spain",41345.0
Round 25,20/02/16,Celta,3,3,0,0,Eibar,2,2,0,0,Mario Melero Lopez,5.55,0.21,Municipal de Balaidos,"Vigo, Spain",14724.0
Round 25,21/02/16,Rayo Vallecano,2,6,0,0,Sevilla,2,2,0,0,Javier Estrada Fernandez,5.38,0.25,Estadio de Vallecas,"Madrid, Spain",12375.0
Round 25,21/02/16,Málaga,1,5,0,0,Real Madrid,1,2,0,0,Ignacio Iglesias Villanueva,5.62,0.35,La Rosaleda,"Malaga, Spain",28198.0
Round 25,21/02/16,Athletic Club,0,7,0,0,Real Sociedad,1,6,0,0,Jose Maria Sanchez Martinez,5.74,0.28,San Mamés,"Bilbao, Spain",47603.0
Round 25,21/02/16,Granada,1,2,0,0,Valencia,2,3,0,0,Inaki Vicandi Garrido,4.39,0.32,Estadio Nuevo Los Carmenes,"Granada, Spain",14735.0
Round 25,21/02/16,Atl. Madrid,0,2,0,0,Villarreal,0,2,0,0,Eduardo Prieto Iglesias,4.81,0.21,Vicente Calderón,"Madrid, Spain",45323.0
Round 24,12/2/2016,Sporting,2,3,0,0,Rayo Vallecano,2,4,0,0,Carlos Clos Gomez,5.33,0.3,El Molinón,"Gijon, Spain",21987.0
Round 24,13/02/16,Real Madrid,4,2,0,1,Athletic Club,2,2,0,0,Alfonso Alvarez Izquierdo,5.72,0.36,Santiago Bernabéu,"Madrid, Spain",77364.0
Round 24,13/02/16,Villarreal,1,2,0,0,Málaga,0,1,0,0,Inaki Vicandi Garrido,4.39,0.32,Estadio de la Ceramica,"Villarreal, Spain",17142.0
Round 24,13/02/16,Valencia,2,1,0,0,Espanyol,1,3,0,0,Carlos Del Cerro Grande,4.81,0.22,Mestalla,"Valencia, Spain",34689.0
Round 24,13/02/16,Deportivo,2,1,0,0,Betis,2,0,0,0,Alberto Undiano,4.53,0.14,Riazor,"La Coruna, Spain",17184.0
Round 24,14/02/16,Real Sociedad,3,1,0,0,Granada,0,2,0,0,Jose Luis Gonzalez Gonzalez,4.82,0.22,Reale Arena,"San Sebastian, Spain",19591.0
Round 24,14/02/16,Sevilla,2,1,0,0,Las Palmas,0,3,0,0,Eduardo Prieto Iglesias,4.81,0.21,Ramón Sánchez Pizjuán,"Seville, Spain",34448.0
Round 24,14/02/16,Eibar,2,3,0,0,Levante,0,2,0,0,Javier Estrada Fernandez,5.38,0.25,Ipurua Municipal Stadium,"Eibar, Spain",4766.0
Round 24,14/02/16,Getafe,0,2,0,0,Atl. Madrid,1,3,0,0,Antonio Mateu Lahoz,5.18,0.22,Coliseum Alfonso Pérez,"Getafe, Spain",8512.0
Round 24,14/02/16,Barcelona,6,0,0,0,Celta,1,4,0,0,Alejandro Hernandez,5.51,0.27,Spotify Camp Nou,"Barcelona, Spain",72580.0
Round 23,5/2/2016,Málaga,3,3,0,0,Getafe,0,3,0,0,Juan Martinez Munuera,4.9,0.19,La Rosaleda,"Malaga, Spain",20268.0
Round 23,6/2/2016,Atl. Madrid,3,2,0,0,Eibar,1,3,0,0,David Fernandez Borbalan,5.63,0.31,Vicente Calderón,"Madrid, Spain",45321.0
Round 23,6/2/2016,Rayo Vallecano,2,3,0,0,Las Palmas,0,1,0,0,Ignacio Iglesias Villanueva,5.62,0.35,Estadio de Vallecas,"Madrid, Spain",11565.0
Round 23,6/2/2016,Athletic Club,0,5,0,1,Villarreal,0,5,0,1,Mario Melero Lopez,5.55,0.21,San Mamés,"Bilbao, Spain",40491.0
Round 23,6/2/2016,Sporting,1,2,0,0,Deportivo,1,2,0,0,Alejandro Hernandez,5.51,0.27,El Molinón,"Gijon, Spain",21690.0
Round 23,7/2/2016,Levante,0,4,0,0,Barcelona,2,3,0,0,Pedro Jesus Perez Montero,5.26,0.25,Ciudad de Valencia,"Valencia, Spain",22638.0
Round 23,7/2/2016,Betis,1,4,0,0,Valencia,0,6,0,1,Jose Maria Sanchez Martinez,5.74,0.28,Benito Villamarin,"Seville, Spain",40228.0
Round 23,7/2/2016,Celta,1,3,0,0,Sevilla,1,4,0,1,Carlos Velasco Carballo,5.42,0.29,Municipal de Balaidos,"Vigo, Spain",16420.0
Round 23,7/2/2016,Granada,1,3,0,0,Real Madrid,2,2,0,0,Jesus Gil Manzano,5.27,0.26,Estadio Nuevo Los Carmenes,"Granada, Spain",17052.0
Round 23,8/2/2016,Espanyol,0,1,0,0,Real Sociedad,5,2,0,0,Santiago Jaime Latre,5.58,0.22,RCDE Stadium,"Cornella, Spain",14155.0
Round 22,30/01/16,Barcelona,2,0,0,0,Atl. Madrid,1,3,1,1,Alberto Undiano,4.53,0.14,Spotify Camp Nou,"Barcelona, Spain",94990.0
Round 22,30/01/16,Eibar,1,1,0,0,Málaga,2,3,0,0,Antonio Mateu Lahoz,5.18,0.22,Ipurua Municipal Stadium,"Eibar, Spain",5249.0
Round 22,30/01/16,Getafe,0,2,0,1,Athletic Club,1,4,0,0,Javier Estrada Fernandez,5.38,0.25,Coliseum Alfonso Pérez,"Getafe, Spain",9503.0
Round 22,30/01/16,Villarreal,1,3,0,0,Granada,0,3,0,0,Carlos Del Cerro Grande,4.81,0.22,Estadio de la Ceramica,"Villarreal, Spain",16062.0
Round 22,30/01/16,Real Sociedad,2,1,0,0,Betis,1,3,0,0,Eduardo Prieto Iglesias,4.81,0.21,Reale Arena,"San Sebastian, Spain",15877.0
